,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
6843,AI Specialist,128209,EX,PT,Israel,L,"Kubernetes, Git, AWS, Tableau, GCP",Master,12,Healthcare,Machine Intelligence Group,2024-08-21,2024,Remote
6844,AI Specialist,86408,EN,PT,United Kingdom,L,"PyTorch, GCP, Tableau",Associate,1,Retail,Neural Networks Co,2024-02-19,2024,Remote
6845,Machine Learning Researcher,115052,MI,FT,Netherlands,M,"NLP, Python, Tableau, Azure",Master,4,Retail,Predictive Systems,2025-04-02,2025,Remote
6846,Head of AI,33804,EN,CT,India,S,"NLP, PyTorch, SQL",Associate,1,Government,Digital Transformation LLC,2024-11-11,2024,Remote
6847,Computer Vision Engineer,90572,SE,CT,Finland,S,"NLP, Tableau, Hadoop",Master,5,Automotive,DeepTech Ventures,2024-08-21,2024,On-Site
6848,AI Specialist,98968,SE,CT,Singapore,S,"PyTorch, Linux, Scala",PhD,5,Consulting,Digital Transformation LLC,2024-02-19,2024,On-Site
6849,Research Scientist,65296,MI,PT,South Korea,M,"Mathematics, Java, Tableau",Bachelor,2,Gaming,Predictive Systems,2024-04-12,2024,Hybrid
6850,Machine Learning Engineer,97307,MI,PT,Netherlands,S,"Statistics, Java, SQL",Associate,2,Transportation,DeepTech Ventures,2024-04-22,2024,Remote
6851,AI Consultant,89246,MI,PT,Sweden,S,"Linux, SQL, PyTorch, Azure",PhD,3,Technology,Algorithmic Solutions,2024-02-25,2024,Hybrid
6852,Data Analyst,113254,EX,CT,China,S,"SQL, Spark, GCP, Git, Scala",Bachelor,13,Automotive,TechCorp Inc,2024-01-31,2024,Remote
6853,NLP Engineer,105084,MI,FL,Singapore,L,"Tableau, SQL, R",Associate,4,Telecommunications,TechCorp Inc,2024-11-04,2024,Remote
6854,AI Consultant,60401,MI,PT,Japan,L,"Deep Learning, TensorFlow, Kubernetes, Docker",Associate,4,Gaming,Quantum Computing Inc,2025-01-06,2025,Hybrid
6855,AI Architect,123730,EX,FL,Ireland,S,"Data Visualization, Spark, TensorFlow",PhD,19,Education,Cloud AI Solutions,2024-11-21,2024,Remote
6856,Autonomous Systems Engineer,57169,EN,CT,Japan,L,"R, TensorFlow, Azure, Linux, Spark",Master,1,Retail,DeepTech Ventures,2025-03-19,2025,Hybrid
6857,Deep Learning Engineer,130727,EX,FL,Austria,S,"SQL, Kubernetes, Azure, TensorFlow, AWS",Associate,10,Healthcare,TechCorp Inc,2024-03-02,2024,Hybrid
6858,AI Architect,256966,EX,FL,Canada,L,"Python, Scala, Git, Azure",Associate,10,Real Estate,Digital Transformation LLC,2025-03-15,2025,Remote
6859,AI Consultant,72663,EN,FL,United Kingdom,L,"Python, AWS, Data Visualization, Mathematics",PhD,0,Telecommunications,Future Systems,2024-02-20,2024,Hybrid
6860,Principal Data Scientist,57892,MI,FL,Israel,M,"GCP, Kubernetes, Git, Azure",Associate,3,Transportation,Predictive Systems,2024-12-30,2024,On-Site
6861,Data Engineer,235424,EX,PT,Denmark,S,"AWS, Linux, Java",Master,19,Healthcare,Autonomous Tech,2024-11-07,2024,Remote
6862,NLP Engineer,152491,EX,FL,Israel,S,"TensorFlow, MLOps, Scala, Computer Vision",Master,16,Consulting,AI Innovations,2024-03-30,2024,Remote
6863,Data Engineer,117720,MI,PT,France,L,"Tableau, GCP, Hadoop, Python",Master,2,Education,Neural Networks Co,2024-02-15,2024,On-Site
6864,ML Ops Engineer,145834,SE,FL,Sweden,M,"Linux, Python, Docker",PhD,6,Media,Digital Transformation LLC,2024-12-31,2024,Hybrid
6865,Autonomous Systems Engineer,63289,MI,FL,Ireland,S,"MLOps, Java, Data Visualization",Associate,4,Healthcare,TechCorp Inc,2024-01-05,2024,On-Site
6866,AI Specialist,78060,EN,PT,Canada,L,"Deep Learning, Kubernetes, Hadoop, Azure",Master,1,Gaming,AI Innovations,2024-11-27,2024,Hybrid
6867,AI Specialist,160195,SE,PT,United States,L,"Python, Kubernetes, Scala, Spark",Master,5,Manufacturing,Quantum Computing Inc,2024-11-05,2024,Remote
6868,AI Research Scientist,172544,EX,FT,Austria,M,"Docker, Scala, AWS, Java, R",Associate,16,Education,Digital Transformation LLC,2024-01-08,2024,Remote
6869,NLP Engineer,43218,EN,FT,Austria,M,"SQL, PyTorch, AWS, R, MLOps",Associate,0,Telecommunications,Future Systems,2025-01-12,2025,Remote
6870,ML Ops Engineer,146162,SE,CT,Norway,S,"Scala, Git, MLOps, Deep Learning, Python",Master,8,Telecommunications,Digital Transformation LLC,2024-03-05,2024,Remote
6871,AI Research Scientist,59763,EN,PT,Austria,L,"Python, Mathematics, MLOps",Associate,0,Consulting,Cognitive Computing,2025-02-06,2025,On-Site
6872,Machine Learning Engineer,174326,SE,PT,Sweden,L,"NLP, PyTorch, Deep Learning, Tableau, Git",Bachelor,7,Telecommunications,DataVision Ltd,2024-03-02,2024,Remote
6873,Data Engineer,233158,EX,FT,Australia,L,"GCP, SQL, MLOps, Docker",Associate,10,Transportation,Smart Analytics,2024-04-25,2024,Remote
6874,AI Architect,76830,EN,FT,Sweden,L,"Kubernetes, Spark, Data Visualization, NLP, Mathematics",PhD,0,Transportation,Neural Networks Co,2024-07-06,2024,Hybrid
6875,NLP Engineer,89822,MI,PT,Singapore,L,"SQL, PyTorch, Azure, Computer Vision",Master,4,Energy,Advanced Robotics,2024-01-24,2024,On-Site
6876,Autonomous Systems Engineer,121014,EX,FL,Israel,L,"Docker, Spark, AWS, Statistics, MLOps",Master,17,Consulting,Quantum Computing Inc,2024-08-15,2024,On-Site
6877,Robotics Engineer,201055,EX,FL,Canada,L,"TensorFlow, Linux, Python",Associate,10,Real Estate,Neural Networks Co,2024-07-15,2024,On-Site
6878,Computer Vision Engineer,84302,MI,FT,Singapore,S,"Spark, Git, Docker, AWS, MLOps",Associate,2,Real Estate,TechCorp Inc,2024-11-22,2024,On-Site
6879,Autonomous Systems Engineer,225505,EX,PT,Singapore,S,"Spark, Python, GCP, NLP",PhD,18,Energy,Future Systems,2024-04-20,2024,Hybrid
6880,Data Scientist,72272,MI,CT,Australia,S,"Mathematics, MLOps, Deep Learning",Associate,2,Energy,Future Systems,2024-09-23,2024,Hybrid
6881,Deep Learning Engineer,97608,MI,FL,Denmark,S,"TensorFlow, AWS, NLP, Mathematics",Associate,2,Energy,DataVision Ltd,2024-12-29,2024,Hybrid
6882,Machine Learning Engineer,83754,EN,PT,Canada,L,"AWS, Hadoop, Azure, Mathematics, R",Master,1,Telecommunications,Machine Intelligence Group,2024-03-14,2024,Hybrid
6883,Data Engineer,60780,EN,FT,Israel,L,"Kubernetes, Git, Mathematics, Hadoop, Deep Learning",Bachelor,0,Transportation,Neural Networks Co,2024-05-09,2024,Hybrid
6884,AI Research Scientist,151161,SE,FL,Switzerland,S,"Python, Linux, Mathematics",Master,7,Media,Neural Networks Co,2024-08-23,2024,On-Site
6885,NLP Engineer,85261,EN,CT,Australia,L,"NLP, Kubernetes, Data Visualization",Master,0,Technology,DeepTech Ventures,2024-07-11,2024,Hybrid
6886,Research Scientist,103737,MI,FT,Australia,M,"PyTorch, Git, Python, Kubernetes",Master,2,Finance,TechCorp Inc,2024-12-02,2024,On-Site
6887,AI Consultant,52362,MI,FL,Finland,M,"Data Visualization, Statistics, Hadoop, PyTorch, AWS",Master,2,Government,Neural Networks Co,2024-08-13,2024,Remote
6888,Autonomous Systems Engineer,105572,SE,FL,Australia,M,"Python, TensorFlow, MLOps",Master,6,Real Estate,AI Innovations,2024-05-19,2024,Hybrid
6889,Head of AI,98182,MI,FT,Australia,S,"Python, Scala, Tableau",Associate,2,Finance,Quantum Computing Inc,2024-04-03,2024,Remote
6890,Data Analyst,113053,EN,CT,Switzerland,L,"Git, PyTorch, Tableau, TensorFlow, Java",Associate,0,Media,Neural Networks Co,2024-05-14,2024,On-Site
6891,AI Software Engineer,133412,MI,CT,Denmark,L,"PyTorch, Spark, Kubernetes, Data Visualization, Tableau",PhD,4,Government,Quantum Computing Inc,2024-03-21,2024,On-Site
6892,Data Scientist,75895,EN,FT,Switzerland,S,"Deep Learning, PyTorch, Tableau, TensorFlow",Bachelor,1,Government,DataVision Ltd,2024-11-14,2024,Remote
6893,Data Scientist,257296,EX,CT,Netherlands,M,"Python, TensorFlow, PyTorch, Statistics",Bachelor,10,Government,Neural Networks Co,2024-03-13,2024,Remote
6894,NLP Engineer,126342,SE,PT,Australia,L,"SQL, Python, MLOps, TensorFlow",Bachelor,7,Healthcare,Autonomous Tech,2025-04-09,2025,On-Site
6895,Computer Vision Engineer,145559,SE,CT,Sweden,M,"Java, Spark, SQL, Computer Vision, Azure",Master,5,Manufacturing,TechCorp Inc,2024-11-04,2024,Hybrid
6896,AI Consultant,99724,EN,PT,Switzerland,L,"Data Visualization, SQL, PyTorch, Kubernetes, Deep Learning",PhD,0,Education,Smart Analytics,2024-07-08,2024,Hybrid
6897,AI Software Engineer,65801,EN,PT,Netherlands,M,"Statistics, Scala, R",PhD,0,Gaming,Cognitive Computing,2024-02-04,2024,Remote
6898,AI Product Manager,73899,SE,CT,Ireland,S,"TensorFlow, Python, GCP, AWS, Computer Vision",Associate,6,Finance,Future Systems,2025-03-14,2025,Remote
6899,ML Ops Engineer,125706,SE,FT,Netherlands,L,"Python, SQL, Azure",Associate,7,Real Estate,Cloud AI Solutions,2024-11-06,2024,On-Site
6900,Machine Learning Engineer,95822,MI,FL,Australia,M,"Python, Scala, Data Visualization, TensorFlow",PhD,4,Retail,Machine Intelligence Group,2025-03-03,2025,On-Site
6901,AI Specialist,114608,EN,PT,Switzerland,L,"Kubernetes, Data Visualization, PyTorch",Master,1,Manufacturing,Digital Transformation LLC,2025-01-20,2025,Remote
6902,Deep Learning Engineer,74408,MI,FL,France,S,"Tableau, Java, Docker, Statistics, PyTorch",Bachelor,3,Manufacturing,DeepTech Ventures,2025-01-11,2025,Hybrid
6903,AI Product Manager,45507,EN,FL,China,S,"PyTorch, Azure, Linux, Git, Spark",PhD,1,Finance,Machine Intelligence Group,2024-10-11,2024,On-Site
6904,Autonomous Systems Engineer,129224,MI,FL,United States,M,"Tableau, Scala, Python",PhD,3,Healthcare,Predictive Systems,2024-08-09,2024,Remote
6905,NLP Engineer,38781,EN,CT,Japan,S,"Hadoop, TensorFlow, Python, MLOps",Master,1,Retail,DataVision Ltd,2025-04-29,2025,Hybrid
6906,Robotics Engineer,78557,EN,CT,United States,S,"Computer Vision, Git, Java, Kubernetes",PhD,0,Consulting,Advanced Robotics,2024-02-01,2024,Hybrid
6907,Machine Learning Engineer,80389,MI,CT,France,L,"Git, Spark, Scala, Python",PhD,3,Education,Future Systems,2024-09-26,2024,Hybrid
6908,AI Architect,141349,SE,FT,Singapore,L,"Hadoop, SQL, MLOps",PhD,5,Consulting,DataVision Ltd,2025-04-06,2025,On-Site
6909,AI Architect,83994,SE,FL,Austria,S,"Java, Kubernetes, Statistics, Computer Vision",Master,8,Consulting,Future Systems,2024-06-24,2024,Remote
6910,Autonomous Systems Engineer,146889,SE,CT,Switzerland,M,"Data Visualization, Git, R, PyTorch, Docker",Bachelor,6,Education,Future Systems,2025-01-24,2025,On-Site
6911,Data Engineer,101087,EX,FT,Japan,S,"MLOps, Kubernetes, Git, Mathematics, SQL",Bachelor,18,Technology,Cognitive Computing,2024-07-20,2024,On-Site
6912,AI Specialist,105571,SE,FL,India,L,"GCP, PyTorch, Kubernetes",Associate,9,Retail,DeepTech Ventures,2024-07-13,2024,Remote
6913,Autonomous Systems Engineer,111195,SE,FL,Germany,M,"Kubernetes, Docker, R, Mathematics",Associate,5,Retail,AI Innovations,2024-09-29,2024,Hybrid
6914,Data Engineer,47073,EN,FL,Ireland,S,"TensorFlow, Tableau, Linux, Deep Learning, Statistics",Associate,0,Education,Quantum Computing Inc,2024-03-28,2024,Hybrid
6915,AI Research Scientist,187698,SE,CT,Norway,M,"Azure, Kubernetes, GCP, Python",Master,7,Retail,Autonomous Tech,2024-07-23,2024,Remote
6916,AI Software Engineer,58026,EN,FL,Sweden,S,"Statistics, Kubernetes, Hadoop, TensorFlow",Bachelor,1,Energy,Advanced Robotics,2025-03-13,2025,On-Site
6917,Autonomous Systems Engineer,62788,MI,PT,South Korea,M,"GCP, Data Visualization, Python",Master,2,Telecommunications,Neural Networks Co,2024-12-08,2024,Remote
6918,AI Software Engineer,154530,EX,PT,China,L,"Python, TensorFlow, Spark",Master,10,Manufacturing,Future Systems,2024-05-27,2024,On-Site
6919,Machine Learning Engineer,123172,EX,CT,Israel,S,"Mathematics, R, SQL, Deep Learning, GCP",Associate,11,Government,Predictive Systems,2024-03-17,2024,Hybrid
6920,AI Product Manager,70163,MI,FL,Netherlands,S,"PyTorch, Docker, SQL, AWS, Statistics",Associate,4,Transportation,Quantum Computing Inc,2024-03-08,2024,Hybrid
6921,ML Ops Engineer,47244,EN,FT,Australia,S,"Scala, Spark, Data Visualization",Master,0,Media,Machine Intelligence Group,2024-09-29,2024,Remote
6922,Data Engineer,103559,MI,CT,Germany,L,"R, GCP, Hadoop, AWS, Python",Master,2,Media,Autonomous Tech,2024-03-21,2024,Remote
6923,Machine Learning Researcher,136719,SE,FT,Sweden,M,"Hadoop, Spark, Data Visualization, MLOps, Scala",Bachelor,9,Energy,Advanced Robotics,2025-02-10,2025,Remote
6924,Machine Learning Researcher,212170,EX,FL,France,M,"Azure, Docker, Tableau",PhD,13,Healthcare,AI Innovations,2024-01-26,2024,Hybrid
6925,Robotics Engineer,168619,EX,CT,South Korea,L,"SQL, Java, Mathematics, PyTorch, GCP",Bachelor,13,Retail,Cognitive Computing,2024-04-15,2024,Remote
6926,AI Research Scientist,74941,SE,FT,Finland,S,"Data Visualization, Spark, Tableau, Python, MLOps",Bachelor,9,Manufacturing,TechCorp Inc,2024-04-18,2024,On-Site
6927,AI Architect,127028,EX,FT,South Korea,S,"Python, TensorFlow, Computer Vision, Mathematics, Statistics",Bachelor,17,Education,Advanced Robotics,2024-01-28,2024,On-Site
6928,Research Scientist,68975,EN,FL,United Kingdom,S,"Python, Mathematics, Kubernetes, Azure, Git",PhD,0,Education,Machine Intelligence Group,2024-10-13,2024,Hybrid
6929,AI Consultant,107230,SE,CT,Australia,S,"Computer Vision, SQL, Tableau",Associate,9,Real Estate,Autonomous Tech,2024-12-11,2024,Hybrid
6930,Robotics Engineer,200260,EX,PT,Australia,L,"PyTorch, NLP, Docker",Master,10,Retail,Neural Networks Co,2025-03-31,2025,On-Site
6931,Data Engineer,76845,EN,FL,Netherlands,S,"Deep Learning, Python, TensorFlow, Computer Vision",Associate,0,Real Estate,Machine Intelligence Group,2025-01-25,2025,Remote
6932,Robotics Engineer,91357,MI,CT,United Kingdom,L,"SQL, Kubernetes, NLP, Scala",Associate,4,Energy,Smart Analytics,2025-03-27,2025,On-Site
6933,AI Software Engineer,74956,SE,CT,Austria,S,"GCP, Java, MLOps, Azure, PyTorch",Associate,6,Automotive,DeepTech Ventures,2024-12-25,2024,On-Site
6934,AI Research Scientist,77688,MI,PT,India,M,"SQL, TensorFlow, Kubernetes, Hadoop, Linux",PhD,4,Government,AI Innovations,2024-10-15,2024,Hybrid
6935,Research Scientist,254532,EX,FL,United States,L,"Git, Deep Learning, Tableau, Docker, GCP",Associate,13,Transportation,Advanced Robotics,2024-05-09,2024,Remote
6936,Machine Learning Researcher,55604,MI,PT,India,S,"Scala, Git, Linux",Associate,3,Technology,Autonomous Tech,2025-04-22,2025,Remote
6937,Data Engineer,65785,EN,PT,Netherlands,M,"Kubernetes, Scala, R, Docker, Deep Learning",PhD,1,Energy,Algorithmic Solutions,2024-05-25,2024,On-Site
6938,Head of AI,345399,EX,FT,Switzerland,M,"Python, AWS, Tableau",Bachelor,11,Automotive,TechCorp Inc,2024-02-24,2024,On-Site
6939,Computer Vision Engineer,88041,MI,FT,Ireland,L,"Scala, Data Visualization, Tableau, R",Associate,3,Healthcare,Future Systems,2025-03-16,2025,Remote
6940,AI Specialist,99546,SE,FL,Netherlands,S,"GCP, TensorFlow, Java",PhD,5,Gaming,Autonomous Tech,2024-05-17,2024,Hybrid
6941,NLP Engineer,80527,EN,PT,Sweden,L,"MLOps, Scala, Python, Azure, Hadoop",PhD,1,Telecommunications,Advanced Robotics,2025-01-27,2025,Remote
6942,Principal Data Scientist,47400,EN,FT,India,M,"NLP, AWS, Computer Vision, SQL, Git",Bachelor,0,Consulting,Cloud AI Solutions,2024-05-17,2024,Remote
6943,ML Ops Engineer,81817,EN,FL,Singapore,M,"R, Linux, Deep Learning",PhD,1,Government,Advanced Robotics,2024-05-15,2024,Hybrid
6944,Data Analyst,91384,SE,PT,China,M,"Data Visualization, TensorFlow, Kubernetes, Hadoop, Azure",Bachelor,7,Manufacturing,AI Innovations,2024-01-28,2024,On-Site
6945,Machine Learning Researcher,148326,EX,PT,France,L,"Tableau, PyTorch, SQL, Data Visualization, Statistics",Associate,16,Telecommunications,Algorithmic Solutions,2025-01-24,2025,Hybrid
6946,Data Engineer,61707,EN,CT,Germany,S,"R, AWS, Kubernetes",Master,1,Technology,AI Innovations,2024-09-25,2024,On-Site
6947,AI Specialist,69265,MI,FT,South Korea,S,"NLP, Hadoop, Linux, TensorFlow",PhD,2,Gaming,Autonomous Tech,2024-06-16,2024,Remote
6948,Autonomous Systems Engineer,145735,MI,FL,United States,L,"Data Visualization, Docker, Python, MLOps, Linux",Master,2,Education,AI Innovations,2024-03-24,2024,On-Site
6949,AI Consultant,71304,MI,CT,Austria,L,"Scala, Deep Learning, SQL, Azure",Associate,4,Gaming,Neural Networks Co,2024-10-09,2024,On-Site
6950,Robotics Engineer,222198,EX,PT,Netherlands,M,"Computer Vision, Python, Linux, Mathematics, Hadoop",Associate,12,Media,Machine Intelligence Group,2024-05-05,2024,On-Site
6951,Head of AI,81473,EN,FL,Denmark,M,"Mathematics, AWS, Deep Learning, MLOps",Associate,0,Technology,Advanced Robotics,2024-04-26,2024,Hybrid
6952,AI Software Engineer,66925,EN,CT,Netherlands,L,"Spark, MLOps, Python",Master,1,Real Estate,Future Systems,2024-11-01,2024,Hybrid
6953,Head of AI,111857,EN,PT,Switzerland,L,"Data Visualization, TensorFlow, Tableau, Spark",PhD,0,Government,Algorithmic Solutions,2024-08-25,2024,Hybrid
6954,Head of AI,71615,EN,PT,Australia,M,"Hadoop, Git, NLP, GCP",Master,0,Real Estate,Autonomous Tech,2024-12-02,2024,Remote
6955,AI Software Engineer,37004,EN,FT,Japan,M,"Git, Kubernetes, R, Linux",Master,0,Finance,Advanced Robotics,2025-01-15,2025,Hybrid
6956,Data Scientist,67679,MI,FL,Ireland,M,"Docker, Mathematics, Python",Associate,4,Manufacturing,Smart Analytics,2025-01-25,2025,On-Site
6957,Research Scientist,98323,EN,PT,Netherlands,L,"AWS, TensorFlow, Python",Master,1,Education,TechCorp Inc,2024-04-15,2024,On-Site
6958,AI Software Engineer,66890,MI,FL,China,L,"Spark, Hadoop, Tableau",Associate,3,Real Estate,Autonomous Tech,2024-04-30,2024,Hybrid
6959,Machine Learning Researcher,34254,EN,FT,Japan,S,"PyTorch, NLP, Hadoop, SQL",Bachelor,0,Telecommunications,TechCorp Inc,2024-11-10,2024,On-Site
6960,AI Software Engineer,108680,MI,FL,Australia,M,"Spark, Computer Vision, PyTorch",Master,4,Energy,Cloud AI Solutions,2024-10-23,2024,On-Site
6961,AI Software Engineer,156553,EX,FL,France,L,"GCP, Python, TensorFlow",Bachelor,15,Healthcare,Digital Transformation LLC,2024-11-16,2024,On-Site
6962,Machine Learning Researcher,76580,MI,CT,Austria,M,"Scala, NLP, PyTorch",PhD,4,Retail,DeepTech Ventures,2024-06-07,2024,On-Site
6963,AI Architect,107260,SE,CT,Netherlands,S,"Java, NLP, R, Spark",Associate,7,Gaming,Algorithmic Solutions,2024-08-01,2024,On-Site
6964,AI Product Manager,253076,EX,CT,Canada,L,"R, Git, NLP, SQL",Bachelor,12,Finance,Algorithmic Solutions,2024-01-12,2024,Hybrid
6965,Robotics Engineer,151030,EX,FL,Japan,S,"NLP, Linux, Spark, TensorFlow, R",Bachelor,18,Media,AI Innovations,2024-10-22,2024,On-Site
6966,Head of AI,67664,MI,FL,Ireland,L,"Tableau, Azure, SQL",PhD,4,Manufacturing,DeepTech Ventures,2024-03-19,2024,Hybrid
6967,Machine Learning Researcher,65441,EN,CT,France,S,"GCP, Scala, Data Visualization",PhD,1,Government,Digital Transformation LLC,2024-09-11,2024,Remote
6968,Machine Learning Engineer,69554,MI,PT,Singapore,S,"Linux, Python, MLOps, Scala",Master,4,Media,Digital Transformation LLC,2024-06-24,2024,On-Site
6969,Principal Data Scientist,180580,SE,FT,Denmark,L,"Scala, PyTorch, Python, AWS, R",Associate,8,Manufacturing,TechCorp Inc,2024-10-17,2024,Remote
6970,Data Engineer,216814,EX,PT,Norway,M,"Python, Tableau, Java, Kubernetes",PhD,17,Manufacturing,Predictive Systems,2024-11-29,2024,Remote
6971,Data Analyst,59594,MI,FT,Japan,L,"Kubernetes, GCP, NLP, Computer Vision",Associate,2,Manufacturing,Cognitive Computing,2024-07-14,2024,Remote
6972,AI Specialist,155806,EX,PT,Austria,L,"Scala, NLP, TensorFlow",Master,13,Retail,Predictive Systems,2024-06-02,2024,Remote
6973,Research Scientist,138630,EX,FT,Ireland,L,"Computer Vision, Azure, Java, Python, Data Visualization",Master,11,Gaming,TechCorp Inc,2024-06-26,2024,Hybrid
6974,ML Ops Engineer,51596,EN,FL,Austria,L,"AWS, Mathematics, Git",Bachelor,0,Finance,AI Innovations,2024-10-06,2024,Hybrid
6975,AI Consultant,134033,MI,PT,United States,L,"PyTorch, TensorFlow, Computer Vision",PhD,3,Technology,Future Systems,2025-03-19,2025,Remote
6976,AI Consultant,265032,EX,FL,Denmark,M,"Mathematics, MLOps, PyTorch, TensorFlow",Bachelor,17,Telecommunications,DataVision Ltd,2024-12-02,2024,On-Site
6977,Data Engineer,123743,SE,PT,Canada,M,"Scala, Git, Spark",Bachelor,6,Consulting,Smart Analytics,2024-03-01,2024,On-Site
6978,Data Engineer,161413,EX,PT,Finland,M,"Spark, R, Python",Associate,18,Technology,Advanced Robotics,2025-03-19,2025,On-Site
6979,Data Analyst,84655,MI,FL,Australia,L,"Java, Git, R, Computer Vision, SQL",Bachelor,4,Consulting,Neural Networks Co,2024-03-24,2024,On-Site
6980,Research Scientist,116899,SE,CT,Germany,S,"Mathematics, Git, Python, MLOps",Master,5,Technology,TechCorp Inc,2024-02-19,2024,On-Site
6981,NLP Engineer,53427,MI,FL,China,M,"Git, TensorFlow, PyTorch",Associate,2,Government,Predictive Systems,2025-01-07,2025,Remote
6982,Data Scientist,171533,EX,FL,South Korea,M,"Kubernetes, Tableau, R, Python",Associate,10,Manufacturing,Digital Transformation LLC,2024-01-10,2024,On-Site
6983,AI Consultant,80591,MI,PT,Australia,M,"Tableau, Python, Computer Vision, Java, Scala",Associate,3,Healthcare,Cognitive Computing,2024-05-04,2024,Hybrid
6984,Research Scientist,124681,MI,FT,United Kingdom,L,"GCP, SQL, Data Visualization, PyTorch, Spark",Associate,2,Gaming,Quantum Computing Inc,2024-06-30,2024,Remote
6985,Principal Data Scientist,123565,SE,FL,United States,M,"R, NLP, Tableau, MLOps, Deep Learning",PhD,7,Automotive,DataVision Ltd,2025-04-25,2025,Remote
6986,AI Research Scientist,51369,MI,CT,Japan,S,"Python, NLP, Spark",Bachelor,4,Finance,TechCorp Inc,2025-03-04,2025,On-Site
6987,Machine Learning Engineer,46307,EN,FT,Austria,S,"PyTorch, Computer Vision, Python",Associate,1,Energy,Algorithmic Solutions,2024-05-05,2024,On-Site
6988,Data Analyst,131397,EX,CT,China,M,"Deep Learning, Java, GCP, Kubernetes, Spark",Associate,18,Consulting,Predictive Systems,2024-08-04,2024,On-Site
6989,AI Software Engineer,86866,MI,FT,Singapore,S,"Linux, Kubernetes, MLOps",Associate,2,Energy,Predictive Systems,2024-02-20,2024,Remote
6990,Machine Learning Engineer,112437,SE,FL,Germany,S,"Mathematics, SQL, Tableau",Master,7,Government,Smart Analytics,2024-06-25,2024,On-Site
6991,Principal Data Scientist,48555,MI,PT,Japan,S,"Linux, SQL, Computer Vision",Associate,3,Transportation,Quantum Computing Inc,2024-02-11,2024,Remote
6992,Data Scientist,185228,SE,CT,Switzerland,M,"Python, Docker, TensorFlow, Computer Vision, Tableau",Associate,9,Transportation,TechCorp Inc,2024-03-05,2024,On-Site
6993,Autonomous Systems Engineer,130725,SE,FT,France,M,"SQL, Scala, Mathematics, Git, Hadoop",PhD,9,Gaming,Advanced Robotics,2025-04-20,2025,Remote
6994,Computer Vision Engineer,84899,SE,FL,Austria,M,"Computer Vision, Docker, Deep Learning, Data Visualization",Bachelor,7,Energy,Machine Intelligence Group,2024-01-21,2024,Remote
6995,ML Ops Engineer,90698,EN,FL,Norway,L,"Computer Vision, NLP, MLOps, AWS",Associate,0,Finance,Machine Intelligence Group,2024-03-27,2024,On-Site
6996,Computer Vision Engineer,42723,EN,FL,Austria,L,"AWS, Data Visualization, SQL",PhD,1,Transportation,Advanced Robotics,2025-01-11,2025,Hybrid
6997,Machine Learning Engineer,194415,SE,CT,Switzerland,M,"Hadoop, Statistics, Azure, Mathematics",PhD,5,Gaming,TechCorp Inc,2024-05-13,2024,On-Site
6998,Machine Learning Researcher,55666,MI,CT,Ireland,M,"Data Visualization, Linux, PyTorch, NLP, TensorFlow",Associate,4,Manufacturing,Neural Networks Co,2024-01-20,2024,Remote
6999,Machine Learning Researcher,45357,EN,FT,South Korea,S,"PyTorch, Kubernetes, TensorFlow",PhD,1,Technology,DeepTech Ventures,2025-04-30,2025,On-Site
7000,ML Ops Engineer,118243,SE,CT,India,L,"Python, Linux, NLP",Bachelor,9,Media,Advanced Robotics,2024-01-08,2024,Remote
7001,Research Scientist,83190,EN,FT,Denmark,L,"Java, R, Python, Azure",Associate,0,Finance,Cognitive Computing,2024-03-07,2024,Remote
7002,Data Analyst,39623,EN,FL,Ireland,M,"Linux, Java, Scala, GCP, Spark",PhD,1,Healthcare,Smart Analytics,2024-03-09,2024,On-Site
7003,Autonomous Systems Engineer,115201,SE,CT,Austria,L,"Data Visualization, Python, Tableau, Hadoop",Bachelor,6,Education,DataVision Ltd,2024-11-28,2024,Remote
7004,AI Software Engineer,89865,SE,FT,Japan,S,"Kubernetes, Deep Learning, Spark, SQL",Bachelor,5,Healthcare,AI Innovations,2025-01-12,2025,On-Site
7005,Machine Learning Engineer,127791,SE,FT,Netherlands,M,"Mathematics, Hadoop, Spark, Statistics, Tableau",Master,7,Energy,AI Innovations,2024-07-26,2024,Hybrid
7006,Deep Learning Engineer,69867,EN,FL,Canada,M,"PyTorch, SQL, Deep Learning, Mathematics",Bachelor,1,Media,TechCorp Inc,2025-04-27,2025,On-Site
7007,Data Engineer,43768,EN,FL,Ireland,L,"Scala, SQL, Linux, Python, GCP",PhD,1,Automotive,Digital Transformation LLC,2024-03-30,2024,On-Site
7008,Autonomous Systems Engineer,77837,MI,FT,Israel,M,"Python, GCP, TensorFlow, Java, Spark",Bachelor,4,Education,TechCorp Inc,2025-04-08,2025,On-Site
7009,Machine Learning Researcher,64883,MI,FL,Finland,S,"Scala, Tableau, Data Visualization",Bachelor,2,Real Estate,Predictive Systems,2024-07-13,2024,On-Site
7010,Autonomous Systems Engineer,193087,EX,FT,France,M,"Statistics, Data Visualization, Docker, MLOps, Python",PhD,16,Real Estate,Smart Analytics,2025-01-03,2025,Hybrid
7011,NLP Engineer,80531,MI,PT,Canada,L,"Spark, Python, TensorFlow, GCP",Associate,4,Technology,Cognitive Computing,2024-06-13,2024,Remote
